id,nombre_biblioteca,fecha_fundacion,mail,id_departamento
544,Bib.Pop. Florentino Ameghino,1914-07-14,bibliotecaflorentinoameghino@hotmail.com,14084
3958,Bib. Pop. Juan Filloy,2001-09-09,,14084
2330,Bib.Pop. Mariano Moreno,1946-12-09,bp2330@bepe.ar,14091
4016,Bib.Pop. José Hernández,2000-06-01,bibliotecajhernandez@tutopia.com,14091
4285,Bib.Pop. Alfredo Terzaga,2009-07-20,,14091
1071,Bib.Pop. Nicolás Avellaneda,1923-05-06,,14091
4283,Bib.Pop. Aguas que corren,2010-05-14,,14091
3055,Bib.Pop. Rosa Areal de Molina,1985-10-26,,14091
1867,Bib.Pop. D.F.Sarmiento,1934-04-21,bibliotecapopularsarmiento@yahoo.com.ar,14091
3867,Bib. Pop. Babel,1999-01-27,,14091
2978,Bib.Pop. José H. Porto,1949-01-16,,14091
3629,Bib. Pop. Leopoldo Lugones,1997-10-16,blugones@gmail.com,14091
2148,Bib.Pop. José Mármol,1938-04-08,,14091
4019,Bib.Pop. Huerta Grande,2001-06-21,bibliotecahg@gmail.com,14091
1756,Bib.Pop. Armando A.Telleria,1929-04-18,bibatelleria@hotmail.com,14098
3011,Bib.Pop. La Asunción de María,1966-12-10,biblioasuncion@hotmail.com,14098
1500,Bib.Pop. Juan Bautista Alberdi,1930-08-24,juanbalberdi1500@yahoo.com.ar,14098
555,Bib.Pop. Mariano Moreno,1910-07-10,,14098
2900,Bib.Pop. José Hernández,1972-04-28,,14098
4238,Bib.Pop. Carmen Abril de Cacciavillani,2003-08-17,,14098
2866,Bib.Pop. Ricardo Rojas,1969-07-21,bibliotecarrojas@hotmail.com,14098
588,Bib.Pop. D.F.Sarmiento,1915-07-09,bibliosarmiento1915@yahoo.com.ar,14098
2851,Bib.Pop. Evaristo Segat,1932-05-01,,14098
4097,Asoc.Vec.y Bib.Pop. Santiago Coronel,1980-01-01,bpscoronel@yahoo.com.ar,14098
3729,Bib.Pop. Alfonsina Storni,1980-01-01,gracielavaia@hotmail.com,14098
584,Bib.Pop. Mariano Moreno,1918-03-31,,14098
3568,Bib.Pop. Efraín U. Bischoff,1980-01-01,bpbischoff@hotmail.com,14098
4126,Bib.Pop. Manuela R. Medina,1980-01-01,bibliomanuelamedina@yahoo.com.ar,14098
2751,Bib.Pop. Técnica - ENET Nº 1 Ambrosio Olmos,1955-09-07,,14098
3015,Bib.Pop. de los sagrados corazones,1970-06-06,bibliotecasscc@hotmail.com,14098
4244,Bib. Pop. Alejo Carmen Guzmán,2006-02-10,biblio_alejocg@hotmail.com,14105
3138,Bib.Pop. Presbítero G. Avila Vasquez,1985-11-06,,14105
3597,Bib.Pop. Capilla de Remedios,1980-01-01,,14105
2925,Bib.Pop. F. Antonio Rizzuto,1972-10-21,,14112
864,Bib.Pop. Villa del Rosario,1980-01-01,,14119
2534,Bib.Pop. Gral. San Martín,1950-08-17,bpsmo@yahoo.com.ar,14119
3702,Bib.Pop. Profesor Américo Pablo Tissera,1980-01-01,,14119
2794,Bib.Pop.Soc.Cult. Bartolomé Mitre,1961-06-17,,14119
4042,Bib. Pop. y Cent. Cult. Rayuela,2001-07-16,bibliorayuela@yahoo.com.ar,14119
3586,Bib.Pop. Luis Alberto Guerberoff,1996-06-15,bpguerbe@hotmail.com,14119
3333,Bib.Pop.Esc. Victor Mercante,1980-01-01,,14119
4395,Bib. Pop. El Manantial,2011-07-08,bibliotecaelmanantialcb@gmail.com,14126
3620,Bib.Pop. Orden del colmenar,1996-05-25,info@ordendelcolmenar.com.ar,14126
2006,Bib.Pop. D.F.Sarmiento,1935-05-18,,14133
4294,Bib. Pop. de Luyaba,2010-11-02,bibliotecapopulardeluyaba@yahoo.com.ar,14133
4213,Bib.Pop. Villa de las Rosas,1980-01-01,bibliotecapopularvilladelasrosas@yahoo.com.ar,14133
3983,Bib.Pop. Los Hornillos,1980-01-01,bibliohornillos@yahoo.com.ar,14133
4118,Bib.Pop. Doña María de la Plaza de Arias Moreno,2000-09-12,,14133
3666,Bib.Pub.Mun.Pop. M.E.M. de Chiabrando,1980-01-01,,14140
3931,Bib.Pop. Creciendo,1995-07-03,fernandoercole@hotmail.com,14140
3748,Bib.Pop.Mun. Quilcahuasi,1980-01-01,,14140
4145,Bib.Pop.y Pub. José Hernández,1980-01-01,biblioalicia16@yahoo.com.ar,14140
3990,Bib. Pop. Martín Fierro,1990-02-07,adriflores71@hotmail.com,14140
2008,Bib.Pop. de Altos de Chipión,1932-11-23,,14140
3623,Bib.Pop. Marcela Rodriguez,1973-05-19,,14140
1824,Bib.Pop. José Ingenieros,1934-04-28,bibliotecapopularjifreyre@gmail.com,14140
3853,Bib.Pub.Pop. de Colonia Vignaud,1998-12-07,bivignaud536@hotmail.com,14140
560,Bib.Pop. Centro cultural y Bib.Pop.,1926-08-05,bibliotecapopularycc@gmail.com,14140
2360,Bib.Pop.Inf. Almafuerte,1945-05-13,clubalmafuertelv970@gmail.com,14140
4343,Bib.Pop.José Marcial Enrique Vaudagna,2001-09-01,,14140
2426,Bib.Pop. Manuel Lainez,1940-10-10,,14140
3997,Bib. Pop. Mariano Moreno,1980-01-01,bpmarianomoreno@yahoo.com.ar,14140
3044,Bib.Pop.Pub.Mun. Dr. Modestino J. Lescano,1980-06-20,,14140
1176,Bib.Pop. Cultura y progreso,1923-11-11,,14140
4232,Bib.Pop. Porteña,1980-01-01,,14140
2265,Bib.Pop. José María Paz,1945-03-05,,14140
3576,Bib.Pub.Pop.Mun Jorge Luis Borges,1997-06-14,,14140
581,Bib.Pop. D.F.Sarmiento,1918-07-09,bisarlasvarillas@gmail.com,14140
4101,Bib.Pop. Flavio Arnal Ponti,1980-01-01,bibliotecaarnalponti@yahoo.com.ar,14147
1541,Bib.Pop. Nicolás Avellaneda,1931-03-11,bibliotecapopular4@gmail.com,14147
4026,Bib.Pop. San José,1999-10-11,,14147
3744,Bib.Pop. Suquia,1980-01-01,,14147
1647,Bib.Pop. D.F.Sarmiento,1932-01-26,labpdealtagracia@gmail.com,14147
3763,Bib.Pop. Pablo Pizzurno,1998-08-08,pizzurno10@hotmail.com,14147
4392,Garabatos del Valle de Anisacate,2022-07-19,bpgarabatos@gmail.com,14147
4362,Bib. Pop. La Urdimbre,2016-05-27,bplaurdimbre@gmail.com,14147
2936,Bib.Pop. Poeta Lugones,1976-04-05,bibliotecatancacha@hotmail.com,14161
2081,bib.pop.Sociedad Recreativa y Cult. Juventud Unida,1930-12-26,,14161
527,Bib.Pop. Almafuerte,1926-07-03,,14161
3520,Bib. Pop. 23 de Septiembre,1996-06-12,bibpopjamescraik@hotmail.com,14161
3596,Bib.Pub.y Pop. Martín Fierro,1997-08-21,biblioppmfierrolp@hotmail.com,14161
873,Bib.Pop. Justo José de Urquíza,1919-09-14,,14161
3731,Bib.Pop. Dr. Octavio Capdevila,1980-01-01,,14175
2737,Bib.Pop. Juan Bautista Alberdi,1947-09-17,malambo_laborde@yahoo.com.ar,14182
4218,Bib.Pop. Morrison,1980-01-01,m10ruben@hotmail.com,14182
586,Bib. Pop Bartolome Mitre,1917-07-14,bibliommm@yahoo.com.ar,14182
2203,Bib.Pop. Manuel Belgrano Y Asoc.Cult.El retoño,1943-06-20,biblio_we@hotmail.com,14182
1419,Club y Bib.Pop. Recreativo,1929-08-04,,14182
528,Bib.Pop. Dr. Ramón J. Carcano,1907-04-21,bprjcarcano@yahoo.com.ar,14182
1837,Bib.Pop. Pascanas,1931-01-01,atleticopascanas@yahoo.com.ar,14182
492,Bib.Pop. D.F.Sarmiento,1901-04-18,,18007
3826,Bib.Pop. Rincón del milenium,1980-01-01,,18021
4307,Bib.Pop. Escritores Correntinos,1996-04-02,bibliotecaescritorescorrentinos@hotmail.com,18021
495,Bib.Pop. José R. Mariño,1980-01-01,biblioctesmagda@hotmail.com,18021
3813,Bib. Pop. Eva Perón,1998-11-28,bibliotevaperon@arnet.com.ar,18021
3368,Bib.Pop.Esc. José F.de San Martín,1993-08-19,,18021
1070,Bib.Pop. Bartolomé Mitre,1925-03-28,,18021
3346,Bib.Pop. Fray Luis de Bolaños,1980-01-01,,18021
3337,Bib.Pop. Ñañuva,1980-01-01,nanuva03@yahoo.com.ar,18021
3317,Bib.Pop. Arandu,1994-07-08,bparandu@hotmail.com,18021
3298,Bib.Pop. Ernesto Sábato,1980-01-01,librosabato@yahoo.com.ar,18021
3258,Bib.Pop.Esc. Fray J. de la Quintana,1980-01-01,,18021
2735,Bib.Tec.Pop. Bernardino Rivadavia,1957-09-13,,18021
1078,Bib.Pop. Josefina Contt,1923-01-01,bpjcontte1078@yahoo.com.ar,18021
4165,Bib. Pop. Coembá Porá (Lindo Amanecer,1980-01-01,coembapora@yahoo.com.ar,18021
494,Bib.Pop. de Corrientes Dr. Porfirio A. Aquino,,,18021
4202,Bib.Pop. Rector Carlos Bobsín,1980-01-01,bpcbobsin@hotmail.com,18028
4104,Bib.Pop. Francisco Madariaga,2004-06-15,bibliopopfm@hotmail.com,18028
517,Bib.Pop. Rivadavia,1914-10-25,acyacbpr@gmail.com,18035
3078,Bib.Pop. Cuatia Renda,1986-06-14,cuatiarenda_@hotmail.com,18035
1373,Bib.Pop. Esc. Angel Estrada,1911-09-11,,18042
1913,Bib.Pop. Dr. J. A. Ferreira,1915-06-21,,18049
1957,Bib.Pop. Carlos M. de Alvear,1936-07-09,bibliotecapopularalvear@hotmail.com,18056
502,Bib.Pop. Dr. Juan Manuel Rivera,1914-01-01,bibliotecapopularrivera@hotmail.com,18063
3472,Bib.Pop. Leamos juntos,1995-06-08,bpleamosjuntos2010@hotmail.com,18063
504,Bib.Pop. Bernardino Rivadavia,1980-01-01,,18063
501,Bib.Pop. D.F.Sarmiento,1911-11-11,bpsarmientogoya@gmail.com,18070
4380,Bib. pop. Marta Elgul de Paris,2015-11-09,,18070
4264,Bib. Pop.  Barrios del Sur,2007-06-30,,18070
4077,Bib.Pop. Teresa de los Andes,2002-05-08,,18077
4110,Asoc.Bib.Pop. Carlos Guido Spano,,bpcgs4110@hotmail.com,18084
2419,Bib. Pop. Mariano Moreno,1948-10-16,,18091
3438,Bib.Pop.Esc. Isabel S. A. de Aquino,1947-04-01,,18105
2918,Bib.Pop.Esc. Presbítero E. Tutak,1969-03-26,,18105
1530,Bib.Pop. Domingo F. Sarmiento,1909-11-01,bibliotecasarmientomercedes@gmail.com,18105
509,Bib.Pop. Literaria Belgrano,1910-09-11,literariabelgrano@gmail.com,18105
2595,Bib.Pop. Gral. San Martín,1940-03-30,bp2595@gmail.com,18105
506,Bib.Pop. Marcelino A. Elizondo,1909-10-30,biblio506@hotmail.com,18112
1311,Bib.Pop. Mariano Moreno,1928-05-01,,18112
2171,Bib.Pop.Esc. Manuel Lainez,1936-04-07,bibliotecalainez@hotmail.com,18112
4224,Bib.Pop. Villa Fedullo,1980-01-01,,18112
1918,Asoc. Bib.Pop.Esc. Dorila P. Méndez,1929-08-30,,18112
3909,Bib.Pop. Sin fronteras,2000-08-31,,18112
1547,Bib. Esc. Pop. Gral. Gregorio Las Heras,1931-08-02,,18112
3375,Bib.Pop. Paso de los Libres,1980-01-01,bibliotecapopularpasolibres@hotmail.com,18119
4088,Bib.Pop. Ramón Barboza,2002-03-01,bpramonbarboza@hotmail.com,18119
511,Bib.Pop. D.F.Sarmiento,1904-10-19,bsarmiento@arnet.com.ar,18119
3559,Bib.Mun.Pop. Gerardo Pisarello,1980-05-24,,18126
3757,Bib.Pop. San Cosme,1998-05-16,bipsancosme@gmail.com,18133
3285,Bib.Pop.Esc. Juan Bautista Alberdi,1916-06-30,bp3285@bepe.ar,18140
3716,Bib.Pop.Asoc. Mario Issac Portillo,1980-01-01,,18161
522,Bib.Pop. Gral. José de San Martín,1914-06-13,,18161
2970,Bib.Pop. Victor Elias Navajas Centeno,1967-09-10,bibliotecavnc@cableat.net,18168
512,Bib.Pop. Bernardino Rivadavia,1980-01-01,biblioteca512@hotmail.com,18168
523,Bib.Pop. Almafuerte,1918-06-09,,18175
3553,Bib.Pub.Pop. General Julio de Vedia,1980-01-01,,22014
4105,Asc.Civ.Bib.Pop. La Leonesa,2004-03-09,bibliotecalaleonesa@yahoo.com.ar,22014
2999,Bib.Pub. Pop. Gaspar Benavento,1980-01-01,,22014
2996,Bib.Esc. Pop. Monseñor de Carlo,1980-01-01,,22021
3003,Bib. Pop. Pub. Ana B. de Pibernus,1980-01-01,bibliotecapibernus@hotmail.com,22021
3671,Bib.Esc.Pop. Pedro Miguel Obligado,1980-04-24,,22028
3672,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,1980-01-01,,22028
3465,Bib. Pop. Pub. Juan M. de Pueyrredón,1966-08-17,bibliotecapueyrredon@gmail.com,22028
3393,Bib.Pub. Pop. Elba Ezquer de Quevedo,1960-05-25,,22036
3310,Bib.Pop.Pub. Augusto Raúl Cortazar,1981-09-03,biblpoparc@yahoo.com.ar,22039
3491,Asoc.Amigos de la Bib.Pub.Pop.Marta Alcira Salotti,1980-01-01,,22043
3004,Bib.Pop.Pub. Monseñor J. Alumni,1980-04-30,josealumnibp72@gmail.com,22049
3548,Bib. Pop. Alejandro Maria Aguado,1980-01-01,bibliotecaaguado_lv@hotmail.com,22056
3456,Bib. Pub. Pop.  Jaime Homar,1980-01-01,bcajaimehomar@yahoo.com.ar,22056
2907,Bib.Pop.Esc. Gral. Martín Güemes,1980-01-01,bcapopularcastellichaco@yahoo.com.ar,22063
3675,Bib.Esc.Pop. Prim. Nº 555 D. M. Sarmiento,1980-01-01,,22084
3457,Bib.Pop.Esc. D.Agueda Gomez de Tuckey,1980-01-01,bibliotecatuckey@live.com.ar,22084
2297,Bib.Pop. Esc. Escuela Nº 421,1945-04-01,bibciervopetiso@yahoo.com.ar,22084
3612,Bib.Pub.Pop. Fray Rafael Gobelli,1980-01-01,,22084
3459,Bib. Pub. Pop. Juana P. Manso Noronha,1980-01-01,bibnoronha@yahoo.com.ar,22084
3673,Bib.Esc.Pop. El zapallar,1980-01-01,bibliotecabp136@hotmail.com.ar,22084
3458,Bib.Pop.Esc. Asoc. A. J. L. Borges,1976-09-24,anexo@vai.com.ar,22098
3555,Bib.Esc.Pop. Maestro Sarmiento,1981-11-23,,22098
3439,Bib. Pop. Pub. Almafuerte,1960-05-11,3439bp@gmail.com,22098
3325,Bib.Púb. Pop. Juan Bautista Alberdi,1940-11-10,,22105
3344,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,1980-01-01,biblioteca-eet5@hotmail.com,22105
3409,Bib.Pop.Esc. Constancio C.Vigil,1974-05-13,bibliovigil21@gmail.com,22105
3507,Bib.Esc.Pop. Prof. Hugo D .Iglesia,1991-08-28,fanischlegel@hotmail.com,22105
3492,Bib. Pub. Pop. Cervantes,1975-06-15,bib_cervantes@yahoo.com.ar,22112
3353,Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,1967-07-16,bib_pop_estrada_plaza@hotmail.com,22119
3014,Bib.Pop. Ilda Nelly Yuspa,1982-03-01,,22133
3582,Bib.Pub.Pop. Mayor L. J. Fontana,1960-08-27,bibliotecafontana@gmail.com,22133
3674,Bib. Pub. Pop. Humberto Benito Andolfi,1980-01-01,andolfibiblioteca@hotmail.com,22133
3349,Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,1961-07-05,bibpopesas@hotmail.com,22140
3345,Bib. Pop. Esc. Lidia Guasti de Rodriguez,1975-05-09,biblioguasti@yahoo.com.ar,22140
3343,Bib.Pub.Pop. Profesor N. Rojas Acosta,1957-12-21,,22140
3384,Asoc.Amigos.Bib.Pub.Pop. Gral. M. Belgrano,1980-01-01,,22140
3437,Bib.Pop.Esc. El principito,1980-01-01,biblioprin@yahoo.com.ar,22140
3432,Bib.Pop.Esc. Herminia C. Brumana,1970-11-12,bibpopbrumana@hotmail.com,22140
3418,Bib.Pub. Pop. Josefa Lema de Urdapilleta,1961-08-14,bibliotecaurdapilleta@hotmail.com.ar,22140
2692,Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,1955-11-18,bib.herrera2692@hotmail.com,22140
2686,Bib.Pop.Tec. Gral. Manuel Belgrano,1925-05-22,bibliotecabelgrano@gmail.com,22140
2608,Bib.Pop. Esc. Remedios E. de San Martín,1951-12-01,bibliotecaremediosdeescalada@yahoo.com.ar,22140
2549,Bib.Pop. Esc. Prisciliano Pérez,1980-01-01,,22140
2198,Bib.Pop. Esc. Enrique Lynch Arribalzaga,1942-09-28,bcalynch50@yahoo.com.ar,22140
780,Bib. Esc. Pop.  Benjamín Zorrilla,1901-10-20,,22140
779,Bib.Pop. Bernardino Rivadavia,1909-09-18,biblio80rivadavia@yahoo.com.ar,22140
3005,Bib.Pub. Pop. Centenario de la creación del Chaco,1972-12-27,delcentenario1@hotmail.com,22140
992,Bib.Pub. Pop. Bartolomé E. Pisarello,1923-12-13,bipisarello@yahoo.com.ar,22140
4313,Bib.Pop.Asoc.Amigos Escuela Nº 43,1981-08-10,bibliotecamalvinas@hotmail.com,22140
3450,Bib.Pop.Esc. Juan Ramón Lestani,1980-01-01,bib.juanramonlestani@hotmail.com,22140
783,Bib.Pub. Pop. Mariano Moreno,1980-01-01,bibliommoreno@hotmail.com,22140
3281,Bib.Pop.Esc. Dr. J. A. Torres,1980-01-01,bibliotecapopulartorres@yahoo.com.ar,22140
3184,Bib. Pop. Juan B. Justo,1980-01-01,,22140
3148,Bib.Pop. Hipólito Yrigoyen,1986-01-21,nuestrabiblio@hotmail.com,22140
3009,Bib.Pop. Celmira G. de Cabral,1972-10-28,bepcgc@yahoo.com.ar,22140
3453,Bib.Pop.Pub. Evita,1987-12-07,popularevita2012@yahoo.com.ar,22140
3477,Bib.Pop.Pub. Juan Domingo Perón,1991-02-05,bcaperon@yahoo.com.ar,22140
3534,Bib.Esc.Pop. Alfredo Veirave,1984-03-05,bca_alfredoveirave@hotmail.com,22140
3446,Bib.Pop.Esc. Bartolomé Mitre,1980-01-01,bibliope_bartolomemitre@hotmail.com,22140
3535,Bib. Esc. Pop. Padre A. de Barzana,1970-05-18,bibliotecabarzana@hotmail.com,22140
3670,Bib.Esc.Pop. D.F.Sarmiento,1980-01-01,,22140
3564,Bib.Pub.Pop. Domingo Savio,1980-01-01,,22140
3543,Bib.Pop.Esc. Gob. Manuel Obligado,1961-02-09,bibliobligado@hotmail.com,22140
2185,Bib.Pub. Pop. Dr. José Ingenieros,1943-06-06,biblioteca113@yahoo.com.ar,22147
3460,Bib. Pop. Esc. Nº 223 Wolf Schcolnik,1981-11-23,meduc.bibws@ecomchaco.com.ar,22154
3000,Bib.Pub.Pop. Ricardo Güiraldes,1975-11-12,bibricardoguiraldes@yahoo.com.ar ,22154
3549,Bib.Pop.Pub. D.Capozzolo,1971-05-05,domingocapozzolo@yahoo.es,22154
3389,Bib.Pop. Rubén D. Dalla Fontana,1995-09-23,gladysf_cajcepn7@yahoo.com.ar,22168
4259,Bib.Pop. General Manuel Belgrano,2008-01-15,bibliotecachubutparatodos@hotmail.com,26007
4339,BIb. Pop. D. Raúl Alfonsín,2011-02-14,bibliotecaraulalfonsinmadryn@hotmail.com,26007
4326,Bib.Pop. Gral. Don José Francisco de San Martín,1994-06-23,,26007
3510,Bib.Pop. El porvenir,1980-01-01,,26007
3277,Bib.Pop. Asunción Cobo,1980-01-01,bibliotecacobo@gmail.com,26007
3711,Bib. Pop. Agustín Pujol,1980-01-01,,26007
4180,Asoc. Civil y BiB P Gral Martín Miguel de Güemes,1980-01-01,,26007
4306,Bib. pop. Auca Lihuen de Villa El Blanco,2011-04-30,bpelblanco@hotmail.com,26014
3821,Bib.Pop. El Maitén,1993-08-12,bibliotecapopularelmaiten@gmail.com,26014
3257,Bib.Pop. Angélica R. Nievas,1980-01-01,,26014
4161,Bib. Pop. de Buenos Aires Chico-Niños Lectores,1980-01-01,,26014
3037,Bib.Pop. Lago Puelo,1980-01-01,biblagopuelo@yahoo.com.ar,26014
4047,Bib.Pop. Rincón de Libros,2001-11-04,bibrincon@gmail.com,26014
3959,Bib.Pop. Ruca Raqui Zuam,1980-01-01,bibliotecarucaraquizuam@hotmail.com.ar,26014
4331,Bib.Pop. Astra,2007-10-28,hola@labibliotecadeastra.com,26021
4033,Asoc. Bib. Pub. Pop. Y Mun Asencio Abeijón,1980-01-01,,26021
3506,Bib. Pop. Jorge Troncoso,1980-01-01,bcapoptroncoso@hotmail.com,26021
3569,Bib.Pub.Pop. de la Municip.de C.Rivadavia,1980-01-01,,26021
3800,Bib.Pop. Darío Hugo Fernández,1992-05-01,,26021
3316,Bib.Pop. Sofía Moll de Milton,1993-03-23,,26021
3899,Bib.Pop. Elum Duham,1996-02-17,ledmuriel@yahoo.com,26021
3773,Bib. Pop. Perito Francisco Pascacio Moreno,1951-03-05,,26035
4249,Bib. Pop. Tolkeyén,2007-05-15,bibliotecatolkeyen@yahoo.com.ar,26035
2414,Bib.Pop. D.F.Sarmiento,1943-03-12,,26042
3638,Bib.Pop. 28 de Julio,1980-01-01,,26042
3041,Bib.Pop. Ricardo J. Berwyn,1939-07-20,bibliopopberwyn@gmail.com,26042
4324,Bib.Pop. Osvaldo Bayer,2008-06-11,,26056
4143,Bib. Pop. Soldado Caído S. Antieco,1980-01-01,biblioteca_simon@hotmail.com,26077
3378,Bib.Pop. del Barrio Luis Vernet,1980-01-01,karinaovelar@hotmail.com,26077
3256,Bib.Pop. Rosa de Amaya,1980-01-01,,26077
3080,Bib.Pop. Francisco Guerra,1984-09-21,bibpopfcoguerra84@hotmail.com,26077
3685,Bib.Pop. Manuel Porcel de Peralta,1992-12-20,,26077
3835,Bib.Pop. Kim Hue,1996-04-08,bpkim-hue@hotmail.com,26077
3632,Bib.Pop. Barrio Progreso,1980-01-01,bibloprogreso4@hotmail.com,26077
3732,Bib.Pop. Benedicto Terrone,1998-10-20,bp.benedictoterrone@gmail.com,26077
3244,Bib.Pop. Gonzalo Delfino,1987-08-17,,26077
3235,Bib.Pop. Asencio Abeijon,1991-04-12,,26077
1819,Bib.Pop. Agustín Alvarez,1934-07-08,bpaatw@gmail.com,26077
3202,Bib.Pop. Raúl Scalabrini Ortíz,1991-04-15,,26077
3607,Bib.Pop. Ceferino Namuncura,1983-09-06,,26077
3355,Bib.Pop. José Hernández,1980-01-01,,26077
3414,Bib.Pop. Gob. R. González,1980-01-01,,26084
2551,Bib.Pop. Mariano Moreno,1911-07-16,biblioteca2551@yahoo.com.ar,26091
2453,Bib. Pop. Juan M. de Pueyrredón,1949-03-20,clara_petachi@hotmail.com,26098
3402,Bib.Pop. José de San Martín,1980-01-01,,26098
3667,Bib.Pop. Don Segundo Milla,1980-01-01,,26105
3584,Bib.Pop. Narlu Owen,1980-01-01,,26105
4239,Bib.Pop. Arroyo Baru,1997-11-27,bibliotecaarroyobaru@hotmail.com,30008
306,Bib.Pop. Fiat Lux,,bpfiatlux@gmail.com,30008
1251,Bib.Pop. Fábrica Colón,1905-07-26,fabricacolon@hotmail.com,30008
387,Bib.Pop. Gral. Urquíza,1904-04-24,biburquiza@yahoo.com.ar,30008
381,Bib.Pop. Gral. Mitre,1904-05-01,bpgmitre@yahoo.com.ar,30008
3482,Bib.Pop. Ubajay,1996-05-25,freddimartin@hotmail.com,30008
4189,Bib.Pop. Tierra de Inmigrantes,1980-01-01,,30015
319,Bib.Pop. Olegario V. Andrade,,man.1872@concordia.com.ar,30015
3589,Bib.Pop. Carlos Reyes Miggoni,1996-11-11,biblioteca3589@hotmail.com,30015
392,Bib.Pop. Amelia Podesta de Gorostiaga,1917-05-13,,30015
3778,Bib.Pop. D.F.Sarmiento,1980-01-01,,30015
4378,Bib. Pop. Estación Puiggari Asociación Civil,2018-03-16,bibliotecaestacionpuiggari@gmail.com,30021
334,Bib.Pop. Luis Lorenzo Etchevehere,1980-01-01,biblioteca_ramirez@yahoo.com.ar,30021
324,Bib.Pop. Diamante,,gerebasso@yahoo.com.ar,30021
385,Bib.Pop. Urquíza,1909-07-18,bibliotecapopularurquiza@multichajari.com.ar ,30028
338,Bib.Pop. Rivadavia,,bibliotecapop.67@gmail.com,30028
4355,Bib. Pop. del Saber,2007-11-09,bipo_sabe@outlook.com,30028
2596,Bib. Pop.  José Zubiaur,1925-06-09,,30028
4396,Conscripto Bernardi,1940-05-13,bernardi.bibliotecapopular@gmail.com,30035
382,Bib.Pop. D.F.Sarmiento,1912-09-01,bibliofederal@hotmail.com,30035
342,Bib.Pop. Carlos Mastronardi,,bibpopmastronardi@yahoo.com.ar,30049
3614,Bib.Pop. Luz de provincia,1991-01-05,luzdeprovincia@arnet.com.ar,30049
340,Bib.Pop. Olegario V. Andrade,,institutomagnasco@hotmail.com,30056
341,Bib.Pop. Sarmiento,,bibliosarmiento@yahoo.com,30056
1201,Bib.Pop. Juan Bautista Alberdi,1927-04-24,,30056
3943,Bib.Pop. J. J. de Urquiza,2000-10-24,,30056
2266,Bib.Pop. Francisco H. López Jordan,1943-11-14,bibliotecalopezjordangchu@gmail.com,30056
2862,Bib.Pop. Rodolfo A. García,1960-06-07,,30056
375,Bib.Pop. Urdinarrain,1912-05-09,,30056
4240,Bib.Pop. Manuel Belgrano,2000-11-10,teresamajul@hotmail.com,30056
3798,Bib. Pop. Sandor Mikler,1998-11-30,bpsm3798@hotmail.com,30063
330,Bib.Pop. D.F.Sarmiento,1939-08-26,,30070
3401,Bib.Pop. Santa Elena,1980-01-01,bibliotecase@hotmail.com,30070
370,Bib.Pop.Esc. Urquiza,1919-07-05,,30070
3441,Bib.Pop. Gaspar Benavento,1995-06-22,,30077
3290,Bib.Pop. La vieja estación,1980-01-01,laviejaestacionhernandez@hotmail.com,30077
3608,Bib.Pop.Genuina Leandro Alem,1986-12-28,biblio.l.alem@hotmail.com,30077
354,Bib. Pop. Fermin Chavez,,,30077
3511,Bib.Pop. Dr. Julio Vitor,1953-09-06,,30084
4043,Bib.Pop. Presidente Avellaneda,2001-06-06,biblioteca.avellaneda@gmail.com,30084
4297,Bib. Pop. Teresita Yugdar,2006-11-02,,30084
4054,Bib. Pop. San José de Cupertino,2001-05-08,bpcup2001@yahoo.com.ar,30084
4013,Bib.Pop. Colibrí,1980-01-01,,30084
4000,Bib.Pop. y Costurero Laura Vicuña,2000-02-06,,30084
1615,Bib.Pop. Orientación,1932-02-21,bporientacion@arnet.com.ar,30084
4350,Bib.Pop. Sebastián Ger Villacampa,2001-08-24,,30084
355,Bib.Pop. Del Paraná,,ComisionDirectiva@bibliotecaparana.org.ar,30084
3751,Bib.Pop. Los Aromos,1980-01-01,bibliotecalosaromos@gmail.com,30084
4111,Bib.Pop. Caminantes,1980-01-01,,30084
4078,Bib.Pop. Ser protagonistas,2003-08-21,serprotagonistas@gmail.com,30088
3917,Bib. Pop. José Hernández,1976-06-22,bibliosansalvador@yahoo.com.ar,30088
401,Bib.Pop. Mario Domingo Carruego,1920-06-20,bibliotecacarruego@gmail.com ,30091
364,Bib. Pop.Julian Monzon,,bibliotecatala@gmail.com,30091
4164,Bib.Pop. Páginas Mías,1980-01-01,,30098
4146,Bib. Pop. Julián Herrera,1980-01-01,bibliojherrera@yahoo.com.ar,30098
4359,Bib. Pop. San Justo,2000-12-27,bibliotecapopularsanjusto@hotmail.com,30098
303,Bib.Pop. El porvenir,,bibliotecapopularelporvenir@yahoo.com.ar,30098
4388,Bib. Pop. Estación Cultural,2021-08-23,bibliotecapestacion@hotmail.com,30098
886,Bib.Pop. Luz obrera,1919-08-23,bluzobrera1919@yahoo.com.ar,30098
384,Bib.Pop. Primer Presidente Bernardino Rivadavia,,,30113
328,Bib.Pop. D.F.Sarmiento,1924-10-12,,30113
383,Bib.Pop. Bartolomé Mitre,,bpmitre0383@gmail.com,30113
